0.0000	 0.1054	 0.3677	 0.6931	 
0.5754	 0.6348	 0.7985	 1.0217	 
1.0217	 1.0600	 1.1698	 1.3291	 
1.3863	 1.4137	 1.4917	 1.6094	 
